source_entity,target_entity,relationship_description,relationship_strength,readable_id,relationship_id,source_chunk_ids,embedding
EMPEROR,CITY GATES,The emperor and his court came out to meet the narrator near the city gates.,8.0,139,16ccb4bf-1bcd-4e78-aaa4-cd02836844d9,"['ad777ab5-b31e-4005-8a9c-9a7a845cefd9', 'f05659eb-48eb-4531-b8b1-20744d04ce19']",[]
GREAT OFFICERS,EMPEROR,The great officers prevented the emperor from endangering himself by mounting on the speaker's body,9.0,140,74b90e95-edfd-4f49-920b-c152bc07a16f,['f05659eb-48eb-4531-b8b1-20744d04ce19'],[]
KING'S SMITH,ANCIENT TEMPLE,The king's smith conveyed chains to the temple,5.0,141,20f4d099-e320-4f48-8774-0b95e759208b,['2edad25d-15e5-4f09-8a1f-58facb8d6d96'],[]
EMPEROR,TURRET,The emperor ascended the turret to view the narrator,8.0,142,4950731f-17f4-4e7a-bcfe-120da13d5fc3,['4c2aa2f5-0785-4c80-9f22-ab5e97618d62'],[]
COURT,EMPEROR,"The court and the emperor have a close relationship. The principal lords of the court accompany the emperor to the turret, indicating their loyalty and support. Additionally, the empress's actions in response to the protagonist's actions show the influence and power of the court.",7.0,143,a840ac28-f128-4c41-9a06-fe072b61cfe2,"['4c2aa2f5-0785-4c80-9f22-ab5e97618d62', '032d6fd7-c6db-455a-8b59-214c0e79e37e']",[]
INHABITANTS,TOWN,The inhabitants came out of the town to view the narrator,6.0,144,764e563c-5f44-4bcc-9ecf-ad4b3dd5bca0,['4c2aa2f5-0785-4c80-9f22-ab5e97618d62'],[]
INHABITANTS,TURRET,The inhabitants mounted the narrator's body using ladders,5.0,145,6f77cca0-b8ce-4b3b-b4df-e34821a8b136,['4c2aa2f5-0785-4c80-9f22-ab5e97618d62'],[]
WORKMEN,AUTHOR,The workmen cut the strings that bound the author,8.0,146,eaabc1ce-b044-41d2-b921-df0e5e8e3f13,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
PEOPLE,AUTHOR,The people were astonished at seeing the author rise and walk,7.0,147,5618df35-5d77-412b-b744-eecab89d7aff,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
AUTHOR,TEMPLE,The author was able to walk and lie down in the temple,9.0,148,db6a05c5-d696-40cf-9375-c7db793dd0fa,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
EMPEROR OF LILLIPUT,AUTHOR,The emperor of Lilliput came to see the author in his confinement,9.0,149,60cf7225-6743-477e-94ad-f5714fd49d1d,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
NOBILITY,EMPEROR OF LILLIPUT,The nobility accompanied the emperor of Lilliput,6.0,150,a9e90f07-71d8-4881-9a90-c8adb6908f05,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
LEARNED MEN,AUTHOR,The learned men taught the author the language of Lilliput,8.0,151,304fd0d5-ded0-4254-b9d4-4399eb29a488,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
AUTHOR,POCKETS,The author's pockets were searched,5.0,152,02afcb27-9425-4b9a-9d96-5fc9fa5254cb,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
AUTHOR,SWORD,The author's sword was taken from him,7.0,153,404ad89e-9aa9-4eaa-bea3-17da8e0895f6,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
AUTHOR,PISTOLS,The author's pistols were taken from him,7.0,154,a571b97f-3a26-488d-8d29-a01c1e81a613,['6989d463-b066-4526-8746-3c13587f4dd7'],[]
I,COUNTRY,The narrator finds themselves in the country,1.0,155,98cafa68-93c5-47a3-9d73-55e11830af14,['c72f83ae-0478-421d-a3c7-13473e570516'],[]
COUNTRY,ENCLOSED FIELDS,The country is filled with enclosed fields that resemble beds of flowers,1.0,156,60e9e1ee-07a2-4eac-84c4-d7ca0cde227e,['c72f83ae-0478-421d-a3c7-13473e570516'],[]
COUNTRY,WOODS,The country has woods of half a stang in size,1.0,157,ea7a84ac-7b57-4719-a6b4-2b636acac663,['c72f83ae-0478-421d-a3c7-13473e570516'],[]
COUNTRY,TREES,The country has trees that are about seven feet high,1.0,158,4ca939a1-3043-47d2-a7db-4232dd5ebd36,['c72f83ae-0478-421d-a3c7-13473e570516'],[]
I,TOWN,The narrator sees the town on their left hand,1.0,159,3217bca0-ce39-4166-ad69-5da4c2a977f5,['c72f83ae-0478-421d-a3c7-13473e570516'],[]
I,my house,The narrator enters their house to relieve themselves,5.0,160,0e9938b1-d2aa-42b7-9a77-d3dc4480f7b6,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,gate,The narrator closes the gate to their house after entering,3.0,161,4ab98ad1-104f-4a12-beb3-b7f4d861f801,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,chain,The narrator's movement is limited by their chain,7.0,162,2d2a7543-cebb-44b7-bce9-d92ae5c10675,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,body,The narrator's bodily functions cause them distress,8.0,163,5838e6e1-b404-4cc5-9fc0-73294183ea4f,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,nature,The narrator's bodily functions are a natural necessity,6.0,164,b9a73ec6-5730-453e-9a97-262243396c87,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,business,The narrator relieves themselves as a regular activity,9.0,165,495819b6-1ef1-4c7d-b4c2-8d988eb8de08,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,open air,The narrator relieves themselves in the outdoor space,7.0,166,f77b04b6-8feb-4ff0-aa4e-733846cd9b7e,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,wheel-barrows,The waste is carried away in wheel-barrows,4.0,167,b5133126-72ac-4e05-97a0-b305c6c46045,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
I,servants,The servants are responsible for removing waste,6.0,168,d1c6018a-47cf-4180-8421-48301fb980fd,['de1c4001-5881-42bc-8123-72f5a31840c0'],[]
SERVANTS,WHEEL-BARROWS,The servants are appointed to use the wheel-barrows for transporting objects,7.0,169,114a2100-2bd1-4a57-b2a9-f7cd21f218fe,['72a4adde-4921-4fce-ad46-c20fa564ad83'],[]
EMPEROR,HORSE,The emperor rides the horse and also uses the emperor's horses for exercise.,5.0,170,72d33044-de77-4314-8f1b-52596c65c261,"['bf9311ba-3b7f-4f27-855f-210b4165ad2c', '0b80388e-334b-4141-a2a0-a3e45d0017d3']",[]
HORSE,BEAST,The horse reared up on its hind legs when it saw the narrator,1.0,171,bb9b2eff-efff-4387-9943-1ab34d66d895,['bf9311ba-3b7f-4f27-855f-210b4165ad2c'],[]
PRINCE,HORSE,The prince kept his seat on the horse,1.0,172,8ad6993d-7e50-465d-8679-36ea43a31c76,['bf9311ba-3b7f-4f27-855f-210b4165ad2c'],[]
ATTENDANTS,HORSE,The attendants held the horse's bridle,1.0,173,a7348333-6e76-4eda-91e9-d0c893fe2183,['bf9311ba-3b7f-4f27-855f-210b4165ad2c'],[]
COOKS,VEHICLES,The cooks pushed the vehicles with food,1.0,174,cb17ec6b-9128-4f3f-8708-c5e3fe1bc5d6,['bf9311ba-3b7f-4f27-855f-210b4165ad2c'],[]
BUTLERS,VEHICLES,The butlers pushed the vehicles with drink,1.0,175,2994475b-5d72-4c14-abb7-e2e371ccc159,['bf9311ba-3b7f-4f27-855f-210b4165ad2c'],[]
VEHICLES,MEAT,,1.0,176,170dccea-7e87-4ec9-9adb-97ddb3256b0a,"['bf9311ba-3b7f-4f27-855f-210b4165ad2c', 'bf9311ba-3b7f-4f27-855f-210b4165ad2c']",[]
VEHICLES,LIQUOR,"The vehicles were initially filled with liquor, but the narrator later emptied them.",1.0,177,647657bd-684a-4262-937b-858b09de069d,"['bf9311ba-3b7f-4f27-855f-210b4165ad2c', 'bf9311ba-3b7f-4f27-855f-210b4165ad2c']",[]
EMPEROR,EMPRESS,The emperor and empress are married. They may be present during the ceremony. The emperor persuaded the empress to watch the performance. The empress is disgusted by the protagonist's actions.,7.4,178,cd4f28c2-4597-4766-b237-066bcc80065e,"['f39796df-3a51-446e-b25f-5ff967b37993', '62ec882b-82dc-4a6e-9f81-2b9af8c59d66', '8cfead5c-2fce-4818-95cc-4fd56c32a772', '032d6fd7-c6db-455a-8b59-214c0e79e37e', '6d13c704-6e76-4262-9184-65a6f30d703e']",[]
EMPEROR,YOUNG PRINCES,The emperor is the parent and father of the young princes.,7.5,179,77021768-a24c-40a8-ab89-a372cb322278,"['f39796df-3a51-446e-b25f-5ff967b37993', '6d13c704-6e76-4262-9184-65a6f30d703e']",[]
EMPRESS,YOUNG PRINCES,The empress is the parent of the young princes,7.0,180,0a80313c-f0e4-490b-bfc1-6f608b7e66f4,['f39796df-3a51-446e-b25f-5ff967b37993'],[]
SWORD,EWELS,The character is holding the sword to defend himself and is also wearing jewels,8.0,181,98c97aaf-ae8a-43a8-a3c8-2e1be5c18d54,['f8b042f5-2eb0-411f-9a7f-7cc67713b081'],[]
HIS IMPERIAL MAJESTY,PRIESTS,The priests were present at the conversation with the ruler,5.0,182,848817f8-1d7f-4cbf-a0a2-6437beef6ede,['532cfb3c-299a-4cb5-895a-71915bdafc9e'],[]
HIS IMPERIAL MAJESTY,LAWYERS,The lawyers were present at the conversation with the ruler,5.0,183,9718d2c9-e6d7-480d-8444-a3ad52110bbb,['532cfb3c-299a-4cb5-895a-71915bdafc9e'],[]
HIS IMPERIAL MAJESTY,COURT,The court was present at the conversation with the ruler,5.0,184,64e3903c-623e-4a18-abee-ae511597d880,['532cfb3c-299a-4cb5-895a-71915bdafc9e'],[]
GUARD,RABBLE,The guard was assigned to protect the narrator from the crowd,7.0,185,07713c40-4767-4d9b-8086-87e47ccd9da4,['532cfb3c-299a-4cb5-895a-71915bdafc9e'],[]
COLONEL,SOLDIERS,The colonel ordered the soldiers to arrest the troublemakers,8.0,186,103ca220-a045-4938-86b9-055a2bca4ef2,['532cfb3c-299a-4cb5-895a-71915bdafc9e'],[]
SOLDIERS,PEOPLE,The soldiers and people were both delighted at the narrator's act of clemency,8.0,187,e3e5419e-c161-4323-93c6-362ce4988e8b,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
COURT,HOUSE,"The narrator's act of clemency was represented to their advantage at court, and they later went to their house",6.0,188,18cf0622-2466-490d-afb4-f93b9f8406c8,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
EMPEROR,HOUSE,"The emperor gives orders to have a bed prepared for the narrator in their house. However, the protagonist returns home without congratulating the emperor.",7.5,189,16dcf5eb-a8f7-4751-bc46-a29e55f1e6b5,"['14e50679-59cd-46f3-85b1-a776343a9fcb', '032d6fd7-c6db-455a-8b59-214c0e79e37e']",[]
CARRIAGES,HOUSE,The carriages were used to transport the beds to the narrator's house,5.0,190,1ba6a95f-50f0-4423-9015-8ccaf4d5c1a1,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
BED,HOUSE,The bed was prepared for the narrator to sleep in their house,9.0,191,64f61b03-27b6-447f-8a24-8846c891de1e,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
SHEETS,BED,The sheets were provided for the narrator to cover themselves with while sleeping on the bed,7.0,192,6714472d-65d9-497f-8f24-702b5fc891c6,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
BLANKETS,BED,The blankets were provided for the narrator to cover themselves with while sleeping on the bed,7.0,193,42d2e5d0-a676-4a52-896e-079eb0d83182,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
COVERLETS,BED,The coverlets were provided for the narrator to cover themselves with while sleeping on the bed,7.0,194,c700c21a-b727-49d6-9636-b7f9a0c44d5d,['14e50679-59cd-46f3-85b1-a776343a9fcb'],[]
KINGDOM,VILLAGES,The villages were almost emptied due to the arrival of the narrator,5.0,195,35ee3244-f108-43ab-b873-89ca071f2b0c,['a0ae5c79-1efc-478f-9cbf-50eb087ea8c5'],[]
KINGDOM,TILLAGE,There was great neglect of tillage due to the arrival of the narrator,4.0,196,22832d36-1e83-4427-8aee-ef974bb7f07b,['a0ae5c79-1efc-478f-9cbf-50eb087ea8c5'],[]
KINGDOM,HOUSEHOLD AFFAIRS,There was great neglect of household affairs due to the arrival of the narrator,4.0,197,b48f6b30-a994-4d6c-be94-9a960ae2909c,['a0ae5c79-1efc-478f-9cbf-50eb087ea8c5'],[]
IMPERIAL MAJESTY,SECRETARIES OF STATE,The secretaries of state received fees for granting licenses to approach the narrator's house,7.0,198,b2cf6a80-0085-40fc-8c28-eee300ac4afb,['a0ae5c79-1efc-478f-9cbf-50eb087ea8c5'],[]
COURT,FRIEND,The friend is aware of the court's discussions about the speaker,6.0,199,e42dae4f-7a77-450e-b545-0020bb4de020,['c7c04626-b391-4c25-9b4c-27521a8b56f8'],[]
PERSONS,TENT,The tents were built for the six hundred persons serving as domestics,5.0,200,1fb4cd67-8d10-4cf4-8154-9b1120d3c6da,['b916b897-46f8-4cc8-a201-8d788b586f78'],[]
TAILORS,PERSONS,The tailors were ordered to make a suit of clothes for the speaker,7.0,201,1cdbe20b-5ada-434f-9c04-d2fcacdabcb4,['b916b897-46f8-4cc8-a201-8d788b586f78'],[]
SCHOLARS,PERSONS,The scholars were employed to teach the speaker the language,8.0,202,017462e1-3e9d-4c3a-a05a-78370196b3b2,['b916b897-46f8-4cc8-a201-8d788b586f78'],[]
HORSES,PERSONS,The horses were exercised in the speaker's sight,6.0,203,a90ce430-82e4-45d0-b7de-0276d1fc1cd5,['b916b897-46f8-4cc8-a201-8d788b586f78'],[]
EMPEROR,VISITS,The emperor frequently visited the person,8.0,204,4cffa984-99ea-43b2-a7e8-aa37d4b7e53f,['69357ed0-4a6c-4235-895c-fc093c1dc46c'],[]
EMPEROR,COUNCIL,The emperor seeks advice from his council regarding a person's request for liberty. He also delivers speeches to his council.,7.5,205,627d0dbe-68c4-4cbf-8101-986226ba6779,"['69357ed0-4a6c-4235-895c-fc093c1dc46c', '1fabed57-25f1-4e2a-a329-f4e6afe5a303']",[]
PERSON,MASTERS,The emperor assisted the masters in teaching the person,6.0,206,e94857f4-dce6-4e08-abcd-f690fb5389b1,['69357ed0-4a6c-4235-895c-fc093c1dc46c'],[]
PERSON,LANGUAGE,The person made progress in learning the language,9.0,207,fa9765a0-cc02-4687-b231-a9a424869c7e,['69357ed0-4a6c-4235-895c-fc093c1dc46c'],[]
PERSON,LIBERTY,The person desired to be given their liberty,9.0,208,52dbc78d-9d69-4f5a-a740-60416afd5c2e,['69357ed0-4a6c-4235-895c-fc093c1dc46c'],[]
PERSON,BEHAVIOUR,The emperor advised the person to behave patiently and discreetly,7.0,209,41b297df-2618-4001-a0bb-57b75dd23b2d,['69357ed0-4a6c-4235-895c-fc093c1dc46c'],[]
PERSON,OPINION,The person was advised to gain the good opinion of the emperor and his subjects,6.0,210,8f39731c-d464-482a-ae07-95fe39c249de,['69357ed0-4a6c-4235-895c-fc093c1dc46c'],[]
PERSON,PROPER OFFICERS,The person is requesting the proper officers to search them,8.0,211,f3c8beee-f7aa-426e-8f8d-abf61bde29e0,['b9819317-efd8-4e42-89bf-541aaa29b9de'],[]
PERSON,WEAPONS,The person may be carrying weapons,6.0,212,7d35bbcc-cdb7-4f3a-8ee8-47ec0f02d201,['b9819317-efd8-4e42-89bf-541aaa29b9de'],[]
PERSON,HIS MAJESTY,The person is addressing His Majesty,9.0,213,c6f70774-a14b-4644-800d-1a29cfdd64bb,['b9819317-efd8-4e42-89bf-541aaa29b9de'],[]
KINGDOM,OFFICERS,The officers are authorized by the laws of the kingdom to conduct the search,8.0,214,38c9cf15-48d3-479f-b62d-faf66560a703,['2b01898a-557a-4160-b5e8-b7af4742fe6f'],[]
OFFICERS,EMPEROR,The officers will deliver the inventory to the emperor,7.0,215,a6b6dae0-0ef5-4c82-ad87-40aa2347a3d2,['2b01898a-557a-4160-b5e8-b7af4742fe6f'],[]
SILVER WATCH,OFFICERS,The officers took the silver watch during the search,6.0,216,87742351-cb28-47ad-b34b-7a68a2631a96,['2b01898a-557a-4160-b5e8-b7af4742fe6f'],[]
GOLD,OFFICERS,The officers took the small quantity of gold during the search,6.0,217,0032aaf8-b03d-429e-9c45-cb340be13baf,['2b01898a-557a-4160-b5e8-b7af4742fe6f'],[]
INVENTORY,EMPEROR,The inventory was intended to be delivered to the emperor and was also read over to the emperor.,8.0,218,08698c7a-7e43-46c0-ac64-b54f1788d9d1,"['1ea73028-0fa4-4898-a85e-5e5f81c785ef', '9377287d-9614-4b0f-9fa5-cfd10b9bdbe1']",[]
INVENTORY,ENGLISH,The inventory was translated into English,6.0,219,5e0bf97f-ecfc-44ab-a26b-ab1f654f777c,['1ea73028-0fa4-4898-a85e-5e5f81c785ef'],[]
QUINBUS FLESTRIN,COARSE-CLOTH,Quinbus Flestrin possesses a piece of coarse-cloth in his right coat pocket,5.0,220,a6cca04c-e753-4973-aee1-3125e2d47997,['2f8592e3-4e25-410f-9664-25eb6bb6f7dc'],[]
QUINBUS FLESTRIN,SILVER CHEST,Quinbus Flestrin possesses a silver chest in his left coat pocket,5.0,221,4f642220-8d31-4c5e-9632-53481f174668,['2f8592e3-4e25-410f-9664-25eb6bb6f7dc'],[]
SILVER CHEST,DUST,The silver chest contains a dusty substance,3.0,222,f65176f5-aa73-4c5f-92da-38c2a28461e2,['2f8592e3-4e25-410f-9664-25eb6bb6f7dc'],[]
QUINBUS FLESTRIN,WHITE THIN SUBSTANCES,Quinbus Flestrin possesses a bundle of white thin substances in his right waistcoat pocket,5.0,223,748f37e5-fe9a-45ab-b26b-76d559837e86,['2f8592e3-4e25-410f-9664-25eb6bb6f7dc'],[]
WHITE THIN SUBSTANCES,WRITINGS,The white thin substances are marked with black figures and are believed to be writings,4.0,224,0b664d48-0cc8-451f-9df4-a592ee640e75,['2f8592e3-4e25-410f-9664-25eb6bb6f7dc'],[]
QUINBUS FLESTRIN,ENGINE,Quinbus Flestrin possesses an engine in his left waistcoat pocket,5.0,225,cad3a97d-294a-42e0-b4dc-795aea656c98,['2f8592e3-4e25-410f-9664-25eb6bb6f7dc'],[]
ENGINE,POLES,The engine has twenty long poles extended from its back. The poles are extended from the back of the engine.,6.0,226,fc17ea79-d865-497b-b912-b04e814bb4dd,"['2f8592e3-4e25-410f-9664-25eb6bb6f7dc', '25b78fbb-0721-494a-958b-87222e635287']",[]
MAN-MOUNTAIN,POLES,The man-mountain uses the poles to comb his head,9.0,227,7d163bb3-d7a7-40c6-968c-51730cece53d,['25b78fbb-0721-494a-958b-87222e635287'],[]
HOLLOW PILLAR,TIMBER,The pillar is fastened to the timber,7.0,228,42efe203-f35b-4b3a-9420-798ed7f2bd25,['8844625d-ab01-4395-93a7-3b3997eafcd3'],[]
HOLLOW PILLAR,IRON PIECES,The iron pieces are sticking out from the pillar,8.0,229,bac8a5e6-bdcd-4300-8234-2b65530f9099,['8844625d-ab01-4395-93a7-3b3997eafcd3'],[]
ROUND FLAT PIECES,HOLLOW PILLAR,The round flat pieces are found in the same pocket as the hollow pillar,5.0,230,7cf707a3-d832-4632-a150-02a8e85f62ea,['8844625d-ab01-4395-93a7-3b3997eafcd3'],[]
BLACK PILLARS,HOLLOW PILLAR,The black pillars are found in the same pocket as the hollow pillar,5.0,231,38330db8-7bfc-466d-a454-c3b8920e9398,['8844625d-ab01-4395-93a7-3b3997eafcd3'],[]
WHITE ROUND SUBSTANCE,STEEL PLATE,The steel plates were enclosed within the white round substance,8.0,232,e91cb347-4d1e-43e1-bbab-58bddafabde5,['67b189f3-05a4-448b-93dd-936ba875c260'],[]
ORACLE,LEFT FOB,The person keeps their oracle in their left fob pocket.,8.0,233,9d52e9f9-34b6-4e70-b63d-6da4c8c3e7c5,['22d88bec-0ae2-43cc-80cd-bd89dde10e82'],[]
ORACLE,YELLOW METAL,The person found yellow metal in their oracle.,6.0,234,003c89a8-70be-4094-9fc4-de664b0aeb0d,['22d88bec-0ae2-43cc-80cd-bd89dde10e82'],[]
GIRDLE,SWORD,The sword is hanging from the girdle,8.0,235,ee71ef2b-f650-40f1-87bf-176078eb4307,['2df7a2fb-c4e2-44e9-a54f-f8f24afa9c39'],[]
GIRDLE,BAG,The bag is attached to the girdle,9.0,236,ba05b6a7-1e98-49d0-9170-d60b8fdd60d1,['2df7a2fb-c4e2-44e9-a54f-f8f24afa9c39'],[]
BAG,GLOBES,The globes are found in one of the cells of the bag,7.0,237,b5ef4dc3-2903-4094-99f3-c5f1fc869ff3,['2df7a2fb-c4e2-44e9-a54f-f8f24afa9c39'],[]
BAG,BLACK GRAINS,The black grains are found in the other cell of the bag,7.0,238,eb419a4b-f3a9-47a9-957b-3c45fda5016e,['2df7a2fb-c4e2-44e9-a54f-f8f24afa9c39'],[]
CLEFRIN FRELOCK,GIRDLE,Clefrin Frelock found the girdle on the man-mountain's body,6.0,239,34ceec23-b406-4c6b-8e77-462bbb63062a,['2df7a2fb-c4e2-44e9-a54f-f8f24afa9c39'],[]
MARSI FRELOCK,GIRDLE,Marsi Frelock found the girdle on the man-mountain's body,6.0,240,f9865afe-3bbd-4194-b59d-b988543c7140,['2df7a2fb-c4e2-44e9-a54f-f8f24afa9c39'],[]
EMPEROR,CHOICEST TROOPS,The emperor ordered the troops to surround the speaker,7.0,241,3c4f8fcd-0398-49f9-999f-229570a6e662,['9377287d-9614-4b0f-9fa5-cfd10b9bdbe1'],[]
EMPEROR,SCIMITAR,The emperor requested the speaker's scimitar,9.0,242,a1856a0e-5d41-4980-b040-7f7d465c35b5,['9377287d-9614-4b0f-9fa5-cfd10b9bdbe1'],[]
SCABBARD,CHAIN,The scabbard was placed on the ground near the end of the chain,5.0,243,172c463f-7aaa-4b10-9a67-667cfb8a6435,['d66eddd9-6dd3-4b76-9ecf-658c6fc4a44e'],[]
POCKET PISTOLS,IRON PILLARS,The pocket pistols were referred to as hollow iron pillars,7.0,244,d9ea9ec6-495c-436e-ac92-76efb3484a4c,['d66eddd9-6dd3-4b76-9ecf-658c6fc4a44e'],[]
POCKET PISTOLS,EMPEROR,The pocket pistols were shown to the emperor,8.0,245,bbfc853a-2d06-426a-b4b9-2e205df44b72,['d66eddd9-6dd3-4b76-9ecf-658c6fc4a44e'],[]
POWDER,SEA,The powder did not get wet in the sea,6.0,246,e3a10e23-cd3b-407d-af68-a0ac043a3fad,['d66eddd9-6dd3-4b76-9ecf-658c6fc4a44e'],[]
POCKET PISTOLS,POWDER,The pocket pistols were loaded with powder,7.0,247,8622afd1-618b-4f9b-be4e-16e8ee6662a9,['d66eddd9-6dd3-4b76-9ecf-658c6fc4a44e'],[]
SCIMITAR,EMPEROR,The speaker delivers their scimitar to the emperor,5.0,248,0a7292dd-aec5-47b9-b799-a74105ea1de8,['a5b3d38e-c0e4-41a9-8e7a-1db1ded51bb9'],[]
PISTOLS,EMPEROR,The speaker delivers their pistols to the emperor,5.0,249,5d5aa07c-bbda-47b2-a547-f07471151e90,['a5b3d38e-c0e4-41a9-8e7a-1db1ded51bb9'],[]
POUCH OF POWDER AND BULLETS,EMPEROR,The speaker delivers their pouch of powder and bullets to the emperor,5.0,250,1ab0d1f3-c2b8-4773-8aca-2be87c6da119,['a5b3d38e-c0e4-41a9-8e7a-1db1ded51bb9'],[]
IMPERIAL PALACE,EMPEROR,The speaker warns the emperor about the gunpowder's potential to blow up the palace,8.0,251,e89bb57b-db53-40d3-86d1-7736d0c0b77d,['a5b3d38e-c0e4-41a9-8e7a-1db1ded51bb9'],[]
WATCH,EMPEROR,The speaker delivers their watch to the emperor,5.0,252,e2e5082c-2c41-4a3d-9e33-da6d037ce92d,['a5b3d38e-c0e4-41a9-8e7a-1db1ded51bb9'],[]
WATCH,YEOMEN OF THE GUARDS,The emperor commands the guards to carry the speaker's watch on a pole,7.0,253,6e550bde-8864-414e-8218-60c3127a0287,['a5b3d38e-c0e4-41a9-8e7a-1db1ded51bb9'],[]
AUTHOR,EMPEROR,"The author entertains the emperor and his nobility, and also offers to serve the emperor in his wars.",8.0,254,3f2f5bce-7269-49d2-a4d0-ab165bd519cc,"['c05b1bdf-e487-4b91-acf8-97e645672f5b', '2b114564-32e2-4959-b147-68fb38bf3c38']",[]
AUTHOR,COURT OF LILLIPUT,The author describes the diversions of the court of Lilliput,6.0,255,cd039079-1550-4baf-a9c8-1ef589ad91e9,['c05b1bdf-e487-4b91-acf8-97e645672f5b'],[]
EMPEROR,ARMY,"The Emperor has shown favor towards the army, leading to a decrease in apprehension towards the narrator. Additionally, the Emperor has given a direct order for the army to march under the narrator.",7.5,256,eb3a51a0-0212-4924-8037-cd9a0adca387,"['071bfe8f-974e-4b2f-96cf-e39315d48dc0', '0f3cf4f9-dc05-4346-96fb-044f912cd5a2']",[]
EMPEROR,PEOPLE,"The emperor's favor has extended to the general population, who are less apprehensive of the narrator",7.0,257,05809d06-5f1a-49e6-b394-4c55a962a368,['071bfe8f-974e-4b2f-96cf-e39315d48dc0'],[]
EMPEROR,COUNTRY SHOWS,The emperor wants to entertain the narrator with the country's shows,8.0,258,cd55f412-c1e3-4d5b-bac7-76b4bef5bf23,['071bfe8f-974e-4b2f-96cf-e39315d48dc0'],[]
COUNTRY SHOWS,ROPE-DANCERS,One of the country's shows involves rope-dancers,9.0,259,215df84c-b1ef-447d-878f-14db7556e928,['071bfe8f-974e-4b2f-96cf-e39315d48dc0'],[]
RELDRESAL,TREASURER,Reldresal is the second highest-ranking officer in the government,8.0,260,63eae3b2-e66e-4a44-a8db-1d178ea854a8,['1c4eebd8-e348-41bc-a647-5dac2b74381f'],[]
DIVERSIONS,ACCIDENTS,Diversions can sometimes lead to fatal accidents.,8.0,261,9fe35111-98ad-4006-adf0-9c460e38c08e,['d7a22677-d8ab-47b1-bf85-3202f9ed4829'],[]
CANDIDATES,ACCIDENTS,Candidates can break a limb during a diversion.,7.0,262,8ade99c3-cda9-4094-b9c2-a0a2f014179f,['d7a22677-d8ab-47b1-bf85-3202f9ed4829'],[]
MINISTERS,ACCIDENTS,Ministers can fall and receive injuries during a diversion.,9.0,263,8507b7c2-7ec3-4f0d-8dbf-65df33264210,['d7a22677-d8ab-47b1-bf85-3202f9ed4829'],[]
MINISTERS,FALL,Ministers strain themselves to excel in diversions and often fall.,9.0,264,0cad276f-4d20-4597-bea7-10bf0e051858,['d7a22677-d8ab-47b1-bf85-3202f9ed4829'],[]
FLIMNAP,FALL,Flimnap is at risk of breaking his neck during a diversion.,10.0,265,6100653a-d234-4ded-83a2-1e114ac280e8,['d7a22677-d8ab-47b1-bf85-3202f9ed4829'],[]
FLIMNAP,KINGS CUSHIONS,Kings cushions weakened the force of Flimnap's fall and prevented him from breaking his neck.,9.0,266,f6bc5ea1-7043-4a50-99c5-a3fed2fea665,['d7a22677-d8ab-47b1-bf85-3202f9ed4829'],[]
EMPEROR,FIRST MINISTER,"The Emperor and the First Minister have a close relationship. The First Minister assists the Emperor during ceremonies, and they also engage in the leaping and creeping game together.",6.0,267,ba9ef293-9af8-40ec-b637-6742f3c38b7a,"['62ec882b-82dc-4a6e-9f81-2b9af8c59d66', 'f45a1e9e-6781-4883-8176-2696d42edec4']",[]
EMPEROR,SILKEN THREADS,The emperor awards the silken threads as prizes,8.0,268,dc169282-6c8a-4b11-8edf-5002f24bd376,['62ec882b-82dc-4a6e-9f81-2b9af8c59d66'],[]
EMPEROR,BLUE-COLOURED SILK,The emperor rewards the person who performs the leaping and creeping game the best with blue-coloured silk,8.0,269,670b087d-67cd-4cde-bbd2-07f174f2ebe8,['f45a1e9e-6781-4883-8176-2696d42edec4'],[]
FIRST MINISTER,BLUE-COLOURED SILK,The first minister sometimes holds the other end of the stick during the leaping and creeping game and can be rewarded with blue-coloured silk,6.0,270,2b874839-8044-4d5c-8b36-58e4ba0fc7ec,['f45a1e9e-6781-4883-8176-2696d42edec4'],[]
ARMY,HORSES,The army includes horses,5.0,271,9a470db7-235e-40c4-ae41-50a2a0fbf921,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
